ensembl_gene_id	gene_name	SC01_T3_N_AMD_R1	SC02_T3_N_AMD_R2	SC03_T3_N_AMD_R3	SC04_T3_N_AMD_R4	SC01_T3_N_AMR_R1	SC02_T3_N_AMR_R2	SC03_T3_N_AMR_R3	SC04_T3_N_AMR_R4	SC06_T6_N_AMD_R1	SC07_T6_N_AMD_R2	SC08_T6_N_AMD_R3	SC09_T6_N_AMD_R4	SC10_T6_N_AMD_R5	SC06_T6_N_AMR_R1	SC07_T6_N_AMR_R2	SC08_T6_N_AMR_R3	SC09_T6_N_AMR_R4	SC10_T6_N_AMR_R5	SC11_T18_N_AMD_R1	SC12_T18_N_AMD_R2	SC13_T18_N_AMD_R3	SC14_T18_N_AMD_R4	SC15_T18_N_AMD_R5	SC11_T18_N_AMR_R1	SC12_T18_N_AMR_R2	SC13_T18_N_AMR_R3	SC14_T18_N_AMR_R4	SC15_T18_N_AMR_R5	SC16_T24_N_AMD_R1	SC17_T24_N_AMD_R2	SC18_T24_N_AMD_R3	SC19_T24_N_AMD_R4	SC16_T24_N_AMR_R1	SC17_T24_N_AMR_R2	SC18_T24_N_AMR_R3	SC19_T24_N_AMR_R4
ENSMUSG00000003970	Rpl8	0.025650996	0.249452257	-0.270307903	-0.660398046	0.369220668	-0.593797493	-0.985335637	-0.070228536	-1.099618184	-1.376433835	-0.919447541	-0.972885072	-1.212817823	-0.748968634	-0.416949175	-1.129142584	-0.636584461	-0.815564516	1.09893821	1.37546277	1.403851853	1.413430866	1.308279546	0.289871988	-0.139322478	-0.600375979	-1.191877676	0.584486333	1.79145027	1.111864617	-1.212382474	1.133413113	1.446204022	1.560781757	-0.678274422	0.568353202
ENSMUSG00000004040	Stat3	-0.123710648	-0.467045915	0.353845789	0.195870082	-0.967989916	-1.315190665	-0.584145567	-0.454184109	-1.802901534	-0.494447644	-1.255503859	-1.12342299	0.081593505	-1.725117581	0.390616463	-0.442634626	-0.420000896	-0.26742494	-0.356463262	0.920745245	0.30183058	-0.119904383	-1.21553289	0.185797305	0.758813925	1.441985126	0.173746786	-0.873835698	-0.638250226	1.86508857	0.933734578	2.086480017	1.24928982	1.521105179	1.263253389	0.923910989
ENSMUSG00000004043	Stat5a	0.506517811	0.131191599	0.551221688	-0.512650618	-0.677976514	-0.660141546	-0.235322818	-0.48077239	-0.081545043	0.92340407	0.961944536	-0.851288552	-1.568248768	-1.936197101	-1.16029591	-0.273462005	-1.502529548	-1.468776303	1.552195737	0.821292475	1.395881358	1.168924969	0.551300157	0.46751805	-0.042365636	0.912698183	-0.104912318	-0.022027777	1.160801529	1.280186369	1.243271973	0.631148456	0.017023	0.521708149	-1.977518402	-1.242198858
ENSMUSG00000004151	Etv1	-1.008309644	-1.008309644	-0.031918573	0.228646647	-0.166291348	-0.487724466	-1.008309644	-0.470553908	-1.008309644	-1.008309644	-0.014059404	-0.096920107	0.041814463	-1.008309644	-1.008309644	-0.469084085	0.596687468	-0.128023819	1.791897562	1.295090223	1.61373055	1.521226522	1.451668375	-1.008309644	0.227878696	-1.008309644	-1.008309644	-0.461119165	-0.093173716	2.409762732	1.727789072	-0.460277527	-0.086254825	1.21245641	-0.06184169	-1.008309644
ENSMUSG00000004207	Psap	-0.955438168	-0.653939409	-0.325740501	-0.532153805	-0.639868918	-0.380436186	0.230982501	-0.8594601	-0.757940782	-0.701097162	-1.228938003	-0.96669515	-0.698800587	0.181381483	0.227648485	-0.475408088	-0.422615204	-0.200884798	-0.357947878	-1.513599942	-0.988948506	0.626723858	-1.307424232	1.342158706	-0.302994294	-0.160716698	1.47996408	0.820679672	0.616060082	2.67719081	-0.264421151	1.976377598	1.355275328	1.491235184	0.574537665	1.095254109
ENSMUSG00000004266	Ptpn6	-0.774119561	-0.602197635	-1.06763204	-1.299365827	-0.018753391	-0.326730107	-1.214484625	-0.041633867	-0.460390683	-0.592297857	-0.679471585	-0.17637194	0.077545058	0.910745016	1.110407603	0.26004396	1.132418296	0.474269485	1.137382717	0.940676734	0.847090503	0.873578517	1.001840992	0.751580148	1.469736634	1.26411627	0.376617007	0.315093574	0.700696924	0.133312859	-3.20960002	-0.094059155	0.491040329	-1.159638649	-1.1339989	-1.417446786
ENSMUSG00000004446	Bid	0.073728289	-0.381103494	-0.17536566	-0.850382524	-1.236943168	-0.570763702	-0.529175462	-0.855614808	-0.375176704	-1.601077704	-0.105299798	-0.26471326	-1.188031344	-1.049947161	-1.35761049	-0.723057191	0.229355406	-1.854495181	0.785786963	1.236314537	0.552693186	1.806093687	1.409534037	0.859857239	-0.530192232	0.518665419	0.471035806	-0.126526633	1.329052143	1.867835474	-1.005512292	0.780321922	0.539838673	1.840296043	-0.055011889	0.535591872
ENSMUSG00000004455	Ppp1cc	-0.261213415	-1.357632892	0.053390638	-0.87666177	-0.648947134	-0.440731243	-0.031822837	-0.298880572	-0.213986512	-0.598606679	-0.305368827	-0.648318395	-1.815823299	-0.648125577	-0.276834695	-0.666637688	-1.239133121	-2.324930374	1.610909695	1.227931002	1.111658116	1.02263683	0.336176359	1.12304552	0.704196835	0.03291025	1.714172437	0.893445257	0.579805288	1.153467483	-0.445878874	1.43194196	1.138992056	0.766726242	-0.679584292	-1.122287772
ENSMUSG00000004500	Zfp324	0.467950103	-0.740934102	-1.917303929	-0.296725551	0.640573197	1.299852821	-0.042641576	0.432334352	-0.889221529	-0.389502179	-2.019808395	-0.219064926	-0.124638394	0.544500938	-0.970288011	0.154829726	-2.01195909	0.183648278	1.37142902	1.345497829	0.75442533	0.037069332	1.683881338	0.736626885	1.358056407	0.434100735	1.32484185	0.752836282	0.331450097	0.359248856	-0.420238337	-1.903685477	-0.259984292	-0.283165862	-1.064673661	-0.659318065
ENSMUSG00000004530	Coro1c	0.483702278	-0.578053256	-0.326142964	0.659975847	-0.10997398	-0.75124614	0.135967747	-0.562233824	0.173903466	-0.72876772	-1.586699254	-1.966472522	-0.915529393	0.256708763	0.412517253	-1.455418063	-0.666308601	-0.450688883	0.552530975	-0.503129724	-0.477668123	0.382906503	-1.664573445	0.187060195	-0.611716565	0.004030292	0.019188469	-0.571588951	0.68781855	2.814956442	1.506732289	1.478619915	0.871003312	1.648786016	0.999996975	0.649806122
ENSMUSG00000004667	Polr2e	-1.042304529	1.042977603	0.375567351	-0.509754078	0.297020163	0.037859758	-0.019390738	-1.497987692	-0.920955199	-1.262272586	-2.349604757	-1.613917246	-0.963595876	0.786799357	-0.728311866	-1.193404129	-0.456832781	-0.591161682	0.582085528	1.381456168	0.844975778	1.272914686	0.61885596	-0.246417491	1.160712582	1.072436816	1.084913545	1.280419052	-0.15040916	0.541266141	-0.521531894	1.031488901	1.467910642	0.260320167	-1.117315023	0.045186527
ENSMUSG00000004934	Pias4	0.316342436	-0.672184457	-0.363161836	-0.657639418	-0.825606132	-0.819602294	0.67112778	1.126820776	0.127708173	-0.7561831	-0.869567713	-0.865010056	0.184675069	0.224351653	-0.592404391	-1.07855439	-0.663135482	-1.447423431	1.112453351	0.281423104	0.033110777	0.972781847	1.986198154	1.043725376	1.332086554	1.905117908	1.737716801	1.540484347	-1.481716507	0.23492428	-1.150930674	-0.734312019	0.325088606	-0.216146971	-1.366197738	-0.596360382
ENSMUSG00000004952	Rasa4	-1.070497515	-0.494433837	0.777388401	-0.665428865	-0.726049945	-1.080292208	0.731095804	-0.559110878	0.056351108	-0.676987498	-0.232554031	-1.214336042	0.652948918	-0.045254913	-1.279472764	-0.765054625	-0.700633008	0.678424281	0.046395559	-0.28422937	-0.321882325	1.07811664	-0.686222546	0.062160536	-1.246857354	-0.557925442	0.508797631	-0.658592656	0.447935138	3.491035166	-0.072746736	1.654874966	0.767084828	2.016471897	-0.125231982	0.494713669
ENSMUSG00000005043	Sgsh	-1.661006669	-0.048640298	-0.20937105	-1.65880931	-0.261291272	-0.986659591	0.040912699	-1.266284541	0.507827844	-0.650381538	0.277721677	0.136903814	-0.522907857	-1.271587027	0.217687749	0.396741912	-1.318007569	-0.545282952	0.687467959	-0.943846871	-1.201532848	1.568834997	0.743356964	-1.170186275	1.024060366	0.157253158	-0.919113112	0.957052978	1.74085299	1.964185073	1.009908074	0.18310404	1.070890416	1.651493207	0.197179355	0.101473509
ENSMUSG00000005054	Cstb	-0.508954064	-1.082547644	-1.377730259	-0.751785497	-1.270276421	-0.658640209	-1.402799422	-0.941693252	-0.600347306	-0.609256925	-0.994574115	-0.400803995	-0.898631597	0.676501792	-0.769141212	-1.158163704	-0.253294132	-0.210249252	0.445382222	-0.021421986	0.939486094	0.945810081	0.722420995	0.647380892	0.502091629	0.246239056	-0.142208481	0.544788898	0.392962004	2.288394695	-1.012720046	2.355032429	0.81516193	1.82436643	0.992680865	0.726539508
ENSMUSG00000005510	Ndufs3	-0.43262948	1.117108896	-0.571638827	-0.868769424	-0.228994234	-1.000552326	-0.335328812	-0.273588089	-0.17700654	-1.69304696	-0.445753284	0.2914215	-0.518654724	-0.428325223	-0.402912478	-2.426536173	-0.309448307	-0.28178984	1.479944389	0.967853951	2.360424068	1.477601405	0.977739352	0.56776835	-0.370761938	-0.999024247	-0.244777491	0.231213231	-0.586919334	1.137286295	-0.955096108	1.374343196	1.572491391	0.675862609	0.093091678	-0.772596472
ENSMUSG00000005779	Psmb4	-0.561777618	-0.093502837	0.033149657	-0.405269633	-1.053785382	-1.151074314	-1.881708437	-0.272318607	-0.582749586	-1.049783702	-0.849030991	-0.072527291	-0.01868866	1.032107783	0.363002366	-1.020733243	0.229481427	-0.245076359	0.801798396	0.962134702	2.228833138	1.93510988	0.625115333	-0.018055988	0.249456292	-1.791645771	-1.214659832	-0.474287331	-0.099604559	1.695295476	-0.95109665	1.247871474	1.139901748	1.265950229	0.153741019	-0.15557213
ENSMUSG00000005802	Slc30a4	-0.480096944	-0.794735573	-0.826978672	-0.386145357	-2.655502795	-1.539871149	-1.349961453	-2.53206866	0.473434534	-0.373579901	-0.092310723	-0.373593222	-0.097426546	-0.66664468	-0.592091409	-0.321292971	-0.750394098	-0.186267319	0.576093234	1.11622326	0.950007787	0.958959992	0.891998382	-0.131813321	1.165941601	0.755091167	0.383373145	0.552324253	0.94440293	1.840338198	0.537826495	0.376201923	0.329631664	1.171761541	0.239643686	0.887520998
ENSMUSG00000005824	Tnfsf14	-1.009634467	-0.313064087	0.73866746	-0.748375297	-0.844078708	-1.039175715	-1.007248724	-1.805676851	-1.268791445	0.395606408	-0.126225411	0.025354136	0.212536377	-1.348908232	-0.263056131	-1.805676851	-0.811817886	-0.424732612	0.746285808	0.799848121	1.378726365	0.958897485	0.083548895	-0.100037871	-0.749031712	0.346404306	-0.337920491	0.533442903	0.946008128	2.395891793	-0.050715167	2.334456751	0.511138521	-0.031087892	0.940840481	0.737601611
ENSMUSG00000005881	Ergic3	-1.571255447	-1.258708129	-2.106532804	-0.618591538	0.54495906	-0.034885182	-0.210127186	-0.572936789	-1.700711363	-0.547982561	-1.446981951	-1.708978736	-0.662508077	0.415744759	0.030092252	-0.329731549	0.296179876	-0.257341391	1.641490223	0.453052529	0.342824773	0.541608726	0.213886294	0.680842	-0.514814994	0.898652421	0.015097548	-0.461668737	2.104198256	0.660097069	0.264067729	1.4835442	0.846288038	0.251085662	1.735874351	0.584170667
ENSMUSG00000006024	Napa	-1.142614277	-0.643801128	-1.798343491	-1.367769276	-0.41789106	0.011706597	0.048579209	-0.918020764	0.372361627	-1.840553664	-1.574021475	0.902632304	-1.256218144	-0.321985071	-0.812095376	0.260136683	0.162431312	0.352745577	-0.830224571	0.05440254	-0.249073638	0.744451362	-0.630761766	0.851791536	0.200977733	1.225812779	0.179185542	1.285068008	-0.640004824	1.266045705	-0.128959015	2.175464753	0.732365487	1.313417839	0.95545911	1.477301836
ENSMUSG00000006333	Rps9	-1.270199397	-0.123027997	-0.828548366	-0.947747177	0.064243898	-0.181705381	-1.102915403	-0.543570258	-0.698069903	-1.129879309	-0.626381483	-0.722299589	-1.527528698	0.060316184	-0.140578665	-0.542372864	0.011928623	-0.228074563	1.635690572	1.206838238	2.039526334	1.062460144	1.537127366	0.57917321	-0.099271269	-0.282093941	-1.568176943	1.182246136	1.423392242	0.70963382	-1.763567465	0.218635324	1.328725289	1.152870488	0.095697905	0.017502898
ENSMUSG00000006360	Crip1	0.39190487	-0.093019379	0.004861695	0.513679997	-0.934764925	-1.616612511	-0.624179344	-1.206857599	-0.265607207	0.044522554	0.030887414	-0.263283607	0.44825474	-0.827729714	-1.515813554	-1.570803342	-1.469039457	-1.071704708	0.562161819	0.711751097	1.758200406	1.779103228	0.366126597	-0.677067321	-0.421555029	-0.266504366	0.443516124	-0.691385703	0.378724766	2.322571032	1.393719849	1.132260752	-0.262839916	1.191632186	0.942103798	-0.63721524
ENSMUSG00000006373	Pgrmc1	-0.94269516	-0.507133971	-0.74422346	-1.28281964	0.15501162	-0.83014179	-0.567217068	-0.232168725	-0.416082338	-0.351931821	-1.007336514	-0.39027911	0.090059279	-0.286057813	-1.166666068	0.437505027	-0.483612281	-1.180525415	-0.428126621	-0.377112713	0.525532657	-0.137431653	1.735816659	1.019492061	0.025793141	0.060375234	-1.091906718	1.085800268	2.510336676	-1.13147023	-0.587214625	0.936483035	0.147162009	2.058505051	1.894817451	1.459463567
ENSMUSG00000006390	Elovl1	0.091652325	-0.195539277	-1.758837901	-0.097899534	-0.877618315	0.026485272	-0.382084931	-1.263246585	-1.326057007	-0.686074776	-0.219156376	-0.034299799	-0.018530454	-0.84924626	-1.305399184	-0.811434067	-0.712387683	-1.00216568	0.931560722	1.090471552	2.17350554	1.258380248	1.45326706	-0.149243989	-0.169524665	0.793392095	-0.899219111	0.352269917	0.900155839	2.038509048	0.114057923	2.173184389	-0.014936555	-0.159937248	-0.750967961	0.286915428
ENSMUSG00000006411	Nectin4	-0.036454558	-1.07673076	0.271424931	0.819315466	-1.323575389	-2.409458494	-0.417720345	-1.847258083	-0.156484126	1.409779309	0.847975076	0.781523542	0.294442339	-0.804600686	-0.839874723	-1.347737304	-0.309856152	-0.476148713	0.366356933	0.400309207	1.285802154	1.698016413	1.069075939	1.358156172	-1.237875468	-0.213754198	-0.093662443	0.080823791	0.903884997	1.567432434	0.033859663	0.088375885	-0.352966693	0.972540984	-1.107036228	-0.197900871
ENSMUSG00000006519	Cyba	-1.276894581	-0.314619989	-1.244779515	-1.418956258	0.525979636	-0.206622044	-0.009780243	-0.906788855	-0.586243567	-1.167470277	-1.224384667	-0.937015937	-1.950851338	0.557345828	-0.351640248	-0.524604341	-0.495450296	-0.012129794	0.275146596	0.359343766	1.307178872	2.152496957	1.045709622	0.591991538	-0.38729362	0.034507898	-0.071013505	0.588370656	0.755056578	0.991631717	-1.151449872	0.778836413	1.36475811	2.289590182	0.781808873	-0.161764297
ENSMUSG00000006715	Gmnn	0.126199197	0.303011243	-0.410910817	1.343091598	0.936069723	-1.007010895	-0.641677448	0.04301514	-0.674574447	-1.52217713	-1.446127486	-1.389211585	-0.033100502	-0.525759516	0.362378377	-0.189871649	-0.254083474	0.103487025	1.204657318	1.265968192	0.586033299	0.378393504	1.813798664	-1.324990324	-1.877665921	0.047141508	-1.649691573	-0.073704488	0.722954639	0.617707607	0.475669146	2.313263978	1.263768312	-0.505288914	-0.356026498	-0.024735804
ENSMUSG00000006731	B4galnt1	-0.21396864	-0.341683462	-0.625064857	-0.0485805	0.169977428	-1.197798797	-0.596396412	-0.070205976	-1.857967385	-0.81593241	-0.493508188	-1.654140396	0.06424182	-1.224058934	-0.724288629	-1.17919509	-1.232735516	-0.441081515	0.899223819	0.704023961	1.017008484	2.448883431	0.866017996	0.402896958	1.373183556	1.135639066	1.802912271	1.344472961	-0.128362427	0.019980355	0.631031885	-0.827469308	0.139330834	-0.316467498	1.265979786	-0.295898672
ENSMUSG00000006732	Mettl1	0.082233382	0.609475841	-0.684130384	-1.729749461	-0.997801681	0.67435406	-1.041794013	-0.404594642	-0.083540886	-0.449731307	-1.470138663	-0.598321282	-0.521380181	-0.496903483	-0.656651561	-0.224714673	-1.745502274	-1.301375286	-0.193198715	2.098241084	1.866589726	0.779723374	1.124301799	-0.234945327	0.72210534	1.394178879	0.467252739	-0.193751286	0.451724437	1.439909236	-1.555101134	1.42392955	0.638002823	0.485643606	0.189277621	0.136382739
ENSMUSG00000006818	Sod2	-0.699410102	-0.903716468	-0.379125903	-1.214259098	0.098450876	-0.667415755	-0.344324975	0.123518228	-0.766091001	-2.092641275	-0.794343264	0.082184096	-0.81169975	-0.592545607	-0.41726655	-1.589936098	-0.905208555	-0.123700697	0.946858951	0.300365694	1.498783455	0.775442704	-0.22314934	-0.757597091	0.503848927	0.694500047	0.964675853	-0.717840158	1.241146323	3.122683021	0.739686719	1.074607232	0.36102012	0.983554904	0.737183391	-0.248238855
ENSMUSG00000007041	Clic1	-0.139844895	-0.922674597	-0.609448165	-0.522261313	0.010616685	-0.265385749	-1.541052652	-0.434180789	-0.762705017	-1.61250475	-1.163051448	-0.274936467	-0.226673606	0.777814735	0.599208432	-0.712745974	-0.258277802	0.259208631	1.247538227	0.651565909	1.274638668	2.442750215	2.377160717	-0.530964466	-0.350503352	-0.939781537	-0.985290689	-0.091363538	0.970594797	1.753919751	0.214587018	1.165987468	-0.383054752	-1.106410764	-0.339865746	0.427386813
ENSMUSG00000007476	Lrrc8a	-2.17580083	-0.159587829	-0.446013786	-0.160513937	0.035765303	-1.372159369	-0.090697379	-0.234072438	-0.14088771	-1.183410082	-0.594243516	-1.371485909	0.817689011	-0.123004763	-1.908024272	-0.761980489	-1.346350897	-0.50532598	-0.123831884	-0.331324085	1.241781313	0.827463493	1.430105691	2.008279583	1.844029071	1.13323032	1.030816	0.888205764	-0.282062455	1.124465208	-0.329363153	0.53663775	0.794189365	-0.14948548	-0.159539352	0.236507724
ENSMUSG00000007656	Arpp19	-1.048580955	-0.514669673	-0.565442305	-0.509075303	-0.372011226	-0.275101363	-1.335843446	0.521835477	-0.56037433	-0.259706935	-1.220694598	0.339831922	-1.246614707	-0.289294388	-1.095085714	-1.324853379	-1.23712246	-1.280712899	2.179545256	1.524149522	1.361969355	1.415106086	1.727670836	0.935855198	-0.151292036	-0.7932701	-0.38057089	1.184123921	1.100711268	-0.241695262	-0.201827533	0.485347902	1.418235663	0.69584609	-0.03313514	0.046746146
ENSMUSG00000007892	Rplp1	-1.125902283	-0.3329639	-0.928902428	-1.357179727	-0.614003818	-0.137841414	-0.705509628	0.019135528	-1.057761988	-1.040035329	-1.186306185	-0.994926076	-0.974150671	0.072817796	-0.227875672	-0.513871288	-0.196156241	-0.294855763	0.430232746	0.832405698	1.267116911	0.696285436	1.427690607	1.77410116	0.92341185	0.553566179	-0.708325714	1.162850655	1.08105814	-0.8336276	-1.656983901	-0.390357633	1.889878029	1.951976877	0.644826508	0.55018314
ENSMUSG00000008035	Mid1ip1	-1.948182751	-1.857940379	-0.934640465	-0.098167774	-0.276801448	-1.067380382	-0.63497114	-1.078261875	-0.761408643	0.134698551	-0.514937716	-1.063930545	0.154920543	-0.712790766	-0.918021893	-0.89968183	-0.554011743	-0.629130159	0.6149175	-0.141369155	1.426632894	1.222380177	0.710780997	0.521672155	0.61770561	0.649100817	-0.408002208	0.439587271	2.198245492	2.137096043	0.497943653	1.156456864	0.368871359	1.039595466	0.994102778	-0.385077296
ENSMUSG00000008036	Ap2s1	1.035723656	-0.002854813	-0.013169516	-1.118897186	0.036784421	-1.389020787	-0.2967705	-0.804753668	-0.541242059	-0.427568977	0.231617419	-1.9339025	-1.04522326	0.564936841	0.16073486	-1.626931214	-1.096030957	-0.145921814	1.4513029	1.415441204	1.439154792	1.456999933	1.658691022	-0.094350793	0.38550799	-0.174221865	-1.216924459	0.561722425	1.260664116	0.336553851	-0.827945991	1.034703887	1.0590598	0.687140892	-1.396762827	-0.624246827
ENSMUSG00000008668	Rps18	-0.276144009	-0.418825316	-0.46514842	-1.152036227	-0.357005056	-0.235248742	-1.223658251	-0.58132064	-0.524302529	-0.968052838	-1.100767455	-1.076119581	-2.092276378	-0.082327368	0.064776769	-0.091597159	-0.370812481	-0.25607816	1.31636987	1.506795506	1.623459668	1.074227996	1.2533859	0.211611297	-0.270454089	-0.36804484	-0.604610004	1.254353449	1.056469015	-0.13196877	-1.708618494	0.491425977	1.607059564	2.037663685	0.268152361	0.589665753
ENSMUSG00000008682	Rpl10	-1.202024929	-0.758336146	-0.788771624	-1.683792828	-0.589047385	-0.753085885	-0.84734177	-0.521568874	-1.119241456	-1.009206197	-0.730582669	-1.080205105	-0.848390159	-0.058328903	-0.207432725	-0.157095579	-0.281133155	-0.381488546	0.187772461	0.315950609	0.755954226	0.676724387	1.656358405	1.101499433	1.114736392	0.625774634	-0.712723993	0.888118412	2.086874337	0.416101653	-1.3484296	0.51311536	0.97421384	2.260320178	0.128208458	1.376504742
ENSMUSG00000008683	Rps15a	-0.881701606	-0.765114756	-0.262696041	-1.434329764	-0.01671625	0.259919369	-0.887797309	-0.548497729	-0.504362945	-1.36552192	-1.31865844	-0.316405074	-1.391543678	-0.148262193	0.236103016	-0.359512549	-0.517496844	-0.383269911	1.452160297	1.411983536	1.86590274	0.638775016	1.497475652	0.792857183	0.108547625	-0.198614838	-0.396701773	0.574859538	1.307566126	-0.440043388	-1.985489433	-0.254339631	1.464133349	1.705304718	-0.143932948	1.205420856
ENSMUSG00000009013	Dynll1	-0.646731361	-0.422919981	-1.744668161	-1.445841008	-0.342353704	-0.857964377	-1.459746259	-0.940437213	0.141362033	0.00037219	0.551210939	0.304743426	0.344420429	0.796332229	-0.247830575	0.014859192	0.219492523	-0.181722149	1.12797143	1.281360803	1.745889682	1.158795722	0.863842585	0.647913964	0.596178473	0.530537443	0.075961242	-0.178436149	-0.047300847	-0.893197529	1.189723891	-0.291171818	-0.715607996	-2.372698433	2.299233935	-1.101574568
ENSMUSG00000009549	Srp14	-0.774345135	-0.219281237	-0.633747669	-1.339136184	0.999746328	-0.919572733	-1.24833251	-0.158629151	-1.390196908	-1.104514785	-1.176343451	-0.01295011	-0.788931902	1.707536668	-0.363548115	-0.473178795	-0.481387037	0.658891839	0.51602405	1.824531061	1.809111547	1.391889303	2.08179224	0.939412225	0.161637154	-1.172128272	-0.656072952	-0.911943286	0.807217449	0.181516091	-1.164513537	0.678925062	0.504434451	0.282278314	0.137867394	0.305942594
ENSMUSG00000009563	Tor2a	-0.936594919	0.581012038	-0.532691466	-0.60807965	-1.529838338	0.346218745	-0.863346228	-0.283658349	-1.608361121	-0.635226119	-1.202753509	-0.672730175	-1.279303037	-0.623090837	-1.413702169	-0.948376997	-0.761473977	-0.153136968	1.068987614	0.343627287	-0.648712793	0.667375307	0.023207791	1.708271019	2.10157196	-0.446634274	0.217454542	0.168467222	1.424729657	0.299922433	1.263536718	0.87236046	1.211622901	1.339563035	1.392427949	0.117354247
ENSMUSG00000009585	Apobec3	-0.110854963	0.935947341	0.705140555	0.512958338	-0.904324539	-0.721877682	-0.990866893	-1.667168916	-0.359073745	-1.261392347	0.812056108	0.691062421	-0.476704872	-1.780352551	-1.450278546	-0.104791149	-0.144857285	-0.241675759	-0.476935899	0.435575949	1.838202543	1.354589722	0.27585697	0.650722093	-0.174837744	-0.037340142	-1.83479153	0.279681598	1.703270641	2.257488854	0.484856525	0.967217096	0.392447031	-0.322293533	-0.671948214	-0.564707477
